Hour_of_Day,Day_of_Week,Month,Consumption_Pattern,Voltage,Energy_Consumption_kWh
3,5,6,1,225,93.70891656
7,4,4,2,224,94.14881068
8,7,2,1,228,13.24279435
3,7,5,0,223,75.95675717
18,1,7,1,229,96.1975519
5,3,4,2,229,54.82994138
10,5,11,0,214,68.52858647
0,5,7,0,229,64.26804177
4,6,8,2,236,70.00510379
22,6,3,1,236,60.94528874
8,5,12,0,234,51.86298568
3,2,7,2,220,47.83148362
4,2,12,0,231,68.37596283
23,2,5,1,230,46.47084066
13,3,1,2,226,93.53312014
21,3,1,2,228,54.08299802
0,5,5,0,234,27.75243803
12,2,11,1,219,61.29799985
15,7,12,0,226,34.57074077
8,3,11,0,231,47.73938486
0,2,5,0,219,62.20895787
9,4,4,2,232,27.01441266
5,7,5,1,228,97.83814455
3,1,5,0,231,44.35080379
23,4,5,2,232,67.95990448
19,7,9,0,221,49.82202747
1,4,11,1,222,36.61210661
20,3,2,1,214,81.17994003
17,4,3,0,219,85.45666248
16,4,2,0,232,89.33879403
2,1,7,1,219,33.6051669
12,2,8,0,234,81.93153032
8,4,10,0,219,68.38577691
9,2,9,1,223,46.84248151
11,5,11,2,219,97.4126821
1,2,5,1,221,26.52070475
23,4,4,1,227,29.6598794
6,1,3,2,221,91.83492366
11,3,10,1,229,69.1842579
5,2,7,2,230,52.18607653
19,1,7,1,226,73.41268866
20,7,9,2,236,32.75060649
0,6,8,2,221,83.69214478
3,4,2,0,232,88.14051597
6,2,5,0,222,70.51522866
3,4,12,1,230,17.99592776
4,6,9,2,229,41.49558139
10,7,10,2,217,64.03048954
23,6,4,0,236,28.1046001
21,1,11,1,219,72.85327421
12,4,1,1,229,31.25550776
11,4,8,1,220,90.5977659
3,2,8,1,234,46.54910785
19,2,10,2,221,29.65485148
22,6,3,0,225,20.03162261
17,1,2,2,221,43.27927612
3,7,7,1,224,48.44830453
15,7,10,2,236,67.65436099
16,2,4,1,229,21.88409799
5,7,2,1,224,81.84140036
13,6,1,2,221,52.37734503
14,5,1,2,231,29.39904554
22,1,10,0,230,54.30611942
4,2,3,2,217,25.6193387
17,4,5,2,226,46.80652832
16,6,5,2,220,25.18961929
11,5,12,0,224,66.87108442
18,5,2,0,219,96.3535011
2,4,1,0,228,22.97768344
21,3,5,0,217,22.01233941
12,5,7,2,214,75.5184918
1,3,4,1,224,21.55002748
17,1,5,2,224,71.67902757
6,7,3,0,231,26.77459995
2,4,8,2,218,82.75972958
13,6,5,2,217,93.47867357
10,4,6,2,215,12.47998599
20,2,10,1,232,31.11710305
12,3,10,1,222,37.69279875
12,2,3,2,228,50.53635779
16,7,9,1,220,56.28376603
12,5,1,2,234,14.86718756
16,4,3,0,230,95.32591976
6,7,3,2,232,86.30268721
10,7,9,2,227,47.33720997
8,5,5,0,222,23.24094326
21,3,9,0,211,13.9696451
6,6,6,2,220,47.44269762
20,5,5,2,222,32.53000346
21,7,1,2,219,78.44573473
0,4,11,0,230,88.17152242
8,4,8,0,214,97.57197022
11,6,4,2,216,35.29515811
15,4,7,0,230,52.02804981
1,5,7,0,217,68.40944407
10,6,11,0,224,20.86984317
14,5,8,1,221,26.3796526
21,7,3,2,229,72.35516962
8,5,8,2,211,64.4066015
1,3,8,2,228,44.76036432
0,7,1,1,225,42.67552856
9,1,3,1,237,95.84134426
20,3,2,2,216,44.57115294
10,1,11,0,221,45.06330036
18,2,1,0,230,75.67678967
21,2,11,1,218,10.06739967
9,7,3,1,233,69.10746682
13,1,2,2,228,64.14906023
15,4,7,2,230,17.13945222
8,4,7,2,226,20.82264967
3,4,5,2,233,32.97951721
13,3,4,2,224,33.08954567
15,5,5,1,216,27.97981935
13,2,9,1,233,75.52385212
16,5,5,1,224,92.7817907
18,7,9,1,225,97.80192441
22,6,2,0,225,80.39799853
18,4,3,2,212,17.12722799
19,1,3,2,214,84.92712474
15,2,5,1,235,49.22355352
12,6,11,2,212,31.60413805
18,6,9,2,226,83.28742771
18,1,8,1,226,25.9053954
23,3,5,2,224,31.19437093
2,7,7,1,218,85.18090457
10,4,3,1,232,93.55980918
22,5,12,2,230,83.93458278
5,1,2,0,223,68.78521598
19,2,2,0,213,97.3655791
11,2,8,1,215,19.99543278
6,6,2,1,234,36.44096501
22,5,8,0,234,28.71459474
7,1,1,2,232,36.88123599
8,4,8,1,235,20.18132176
14,3,1,1,225,76.14999447
23,2,4,0,237,19.58225558
0,5,1,2,228,53.90451241
10,7,3,2,223,39.21576592
15,6,10,1,215,68.26226953
20,6,8,0,238,57.00657184
3,6,1,1,216,30.69908003
23,6,3,1,232,84.13349445
5,2,5,2,234,85.25424313
8,1,8,0,218,47.04370437
14,6,2,2,228,54.43768098
3,3,3,0,211,97.97843219
10,6,1,2,231,82.47686606
8,4,8,1,227,67.45784694
3,1,4,0,226,15.29027983
1,6,10,0,212,79.09383043
14,7,7,2,224,88.01346105
2,4,1,0,222,19.22623894
14,6,11,2,232,90.13208619
15,6,11,1,238,29.64576444
17,1,9,0,220,52.38728906
13,1,5,2,231,91.64559512
1,6,10,1,219,69.36071085
1,2,8,0,232,15.00720438
5,3,10,1,230,15.66452117
6,6,10,2,219,95.9265275
9,1,5,1,227,72.17583396
6,5,8,2,227,48.92076649
11,5,2,2,226,93.10536568
7,2,8,2,226,58.45204388
7,6,7,0,219,83.07365762
12,2,8,1,213,22.15500053
16,2,10,2,237,40.46855794
23,3,5,0,231,66.35234367
6,7,7,1,219,75.90433054
12,4,1,1,223,91.40263431
15,3,6,1,219,83.98780861
18,6,1,2,229,68.58983463
0,1,5,0,214,13.48936967
21,3,11,1,227,24.13808288
11,7,9,1,214,91.68719208
1,4,12,1,226,94.82717353
13,5,4,2,227,84.05790745
1,4,4,1,216,94.62080942
16,4,1,2,217,64.5672785
0,5,11,2,223,24.72215512
11,1,5,2,215,88.97326496
5,7,5,2,228,97.7978697
17,6,11,0,219,72.86372136
16,5,3,1,223,55.64000733
19,4,9,0,219,90.2344265
16,3,7,1,224,36.55555786
8,2,7,0,229,44.22734867
10,3,5,1,227,61.00414946
19,4,10,1,222,85.48231927
10,6,10,1,228,75.81909449
12,6,2,0,225,73.9065958
15,1,1,0,217,19.33464142
11,6,4,1,222,35.43427901
3,4,7,1,234,64.47401779
16,2,1,1,213,85.80045075
21,1,9,1,224,84.74597002
10,1,8,2,224,64.29770409
4,4,3,1,221,39.16155253
17,4,6,0,233,21.18086517
8,6,6,2,214,80.01843813
7,4,1,0,229,49.59397638
16,7,6,2,231,20.62945391
15,5,12,2,232,96.33538051
17,1,5,2,214,65.43673488
19,2,7,1,219,86.90960672
7,4,11,0,218,51.0565321
17,4,4,1,222,19.06189207
5,5,10,2,232,91.5192406
4,4,6,1,230,10.49741821
19,6,2,2,222,35.16723835
22,1,7,2,224,96.11717206
19,4,7,1,232,88.53593873
21,2,5,1,229,99.41981057
10,3,1,1,235,40.16368754
22,7,2,0,224,22.10698213
6,3,8,1,217,91.40217041
5,3,5,1,227,20.03501662
18,3,6,1,226,78.17133829
2,5,11,0,238,41.00604124
19,7,3,2,214,58.81722635
0,5,12,0,219,92.09304318
4,4,8,1,224,60.288448
21,6,9,1,228,68.85580882
2,4,2,2,223,65.85674725
12,5,7,0,217,23.36079284
20,7,10,2,224,72.83832238
10,5,5,0,214,56.28579227
1,5,6,1,220,62.81928177
9,1,10,1,230,27.95005997
12,5,5,1,234,17.66264601
13,2,11,2,229,73.50718815
8,1,5,1,226,13.56198563
17,7,9,1,219,27.84529923
16,5,5,0,227,84.67606792
12,4,12,2,230,43.3746353
19,5,7,1,228,92.98700132
11,3,11,1,229,68.39352172
22,4,3,1,224,32.05901152
22,4,11,1,222,30.60173853
15,2,3,0,217,91.26156358
22,7,5,2,220,67.90505077
20,3,1,1,235,87.05711047
14,4,8,1,233,46.54073309
12,5,1,2,227,32.3462749
16,4,6,1,235,22.83393176
5,3,7,1,225,11.45463093
5,3,3,0,235,53.54575624
9,1,6,0,227,17.81134314
0,3,11,0,227,69.73047049
23,6,4,2,224,89.79365547
16,7,8,1,229,37.36157022
7,7,10,2,220,79.82218156
21,3,7,2,222,61.35145013
4,5,5,1,218,67.94088392
13,3,1,1,236,98.87111206
5,4,11,2,228,86.67610395
16,5,5,2,233,78.1945185
19,2,11,1,225,37.1906526
18,2,2,2,229,38.71481586
14,1,3,1,226,72.59823468
1,6,1,1,230,56.73364763
23,5,3,2,235,16.97482729
14,5,11,0,235,60.20936797
14,2,11,2,216,34.59885054
12,5,1,1,233,72.68031733
5,1,7,0,230,82.07386427
18,1,12,2,224,93.22727248
6,1,1,2,234,54.43822814
18,7,5,2,223,95.30966726
2,3,6,2,219,44.5713184
16,1,12,1,229,43.61589878
17,7,7,2,224,46.29970603
1,6,4,0,228,90.60396252
4,2,3,2,219,50.79894462
0,2,3,1,224,40.42172287
19,3,2,0,233,47.11138309
20,1,4,1,232,76.26322368
22,7,6,1,230,67.25870537
20,5,1,0,223,38.29984246
13,2,2,0,224,64.23834285
20,5,4,0,223,12.51582493
7,6,9,1,217,47.21139443
3,1,10,2,230,24.25893666
9,3,9,1,233,83.6629267
4,4,3,1,216,67.18952511
13,7,8,1,226,91.15692868
5,1,5,0,225,71.06075212
11,7,5,2,229,86.53322072
4,2,5,0,227,19.37377794
1,5,3,1,221,95.65835129
3,3,6,0,233,91.11756063
4,2,10,0,233,52.55276948
2,4,12,2,236,17.44099875
4,5,7,2,213,23.71452754
5,5,8,1,227,87.65497692
10,5,8,2,236,37.96518396
10,4,10,1,236,99.40325264
10,5,5,1,232,65.88352258
17,1,11,2,226,25.45438607
14,2,6,1,232,20.99260297
14,5,12,0,225,29.69948545
16,2,8,1,232,74.21988659
4,1,2,1,225,44.88956645
13,2,9,0,221,86.4348481
1,4,4,0,225,95.067879
4,4,3,2,231,91.57304137
18,6,12,2,231,95.76324714
11,5,9,0,226,28.10217963
9,4,9,1,224,53.04962002
14,3,4,2,230,68.22818001
15,3,4,0,226,66.2512397
15,1,4,0,212,58.32783248
4,2,9,2,235,79.43375913
10,3,7,2,216,38.8313535
3,4,1,1,224,89.96462825
1,5,9,2,227,81.94785406
15,4,4,1,217,36.38911979
7,5,1,1,220,60.82577274
10,7,10,2,225,20.99675254
15,2,11,1,230,27.70681394
5,4,7,1,217,90.34885004
9,3,4,0,216,36.89922006
5,4,11,1,225,80.25955195
0,4,10,2,227,24.19077819
3,1,5,1,232,76.48374594
12,2,1,1,232,95.32880745
9,1,7,2,236,49.92611608
18,2,5,0,221,98.12100421
9,5,8,1,227,59.69456406
7,6,4,2,215,19.97951599
20,1,1,1,216,26.08619976
6,4,8,2,216,61.92132241
12,6,6,1,214,23.35772202
16,5,4,0,223,19.62536623
6,2,7,1,229,31.86335076
22,2,10,2,213,22.91581063
11,7,5,0,218,35.23218152
16,7,1,2,219,20.49419419
21,6,10,2,233,35.0191531
21,3,3,1,221,77.64431231
12,5,6,1,226,61.27797931
9,2,6,1,230,38.64307217
14,5,9,2,235,58.49870993
0,7,4,2,237,74.95869518
11,3,1,1,217,85.68746972
13,4,8,2,221,64.58054769
1,3,9,0,222,80.04703367
18,7,2,2,235,51.06586942
14,1,7,1,224,68.51261864
14,7,7,0,228,56.5584183
17,6,11,0,222,58.96018544
9,7,6,2,223,65.63734396
16,1,8,1,225,20.47291273
18,1,9,1,233,73.60320424
10,7,11,0,227,63.67367664
21,1,11,2,213,32.84667127
7,4,6,2,223,50.81484854
15,1,1,2,213,92.97906391
17,2,10,0,221,37.63514982
2,2,11,2,238,62.00668378
12,1,9,1,229,51.98326422
11,6,6,0,228,38.33434541
12,1,9,0,228,72.80311177
20,2,11,2,226,42.77260932
12,7,7,1,222,48.00677409
15,6,3,2,229,88.56544154
20,6,6,0,223,37.37361292
11,7,11,1,226,72.71570505
3,2,4,2,231,49.96452023
6,5,7,0,231,33.89524578
19,6,7,2,232,35.36270226
6,4,11,2,219,30.52023048
8,7,3,2,237,93.09789363
16,4,8,0,231,63.86401123
21,6,3,1,226,21.96792865
17,3,6,0,217,34.08463774
12,2,2,2,229,36.56796849
11,1,2,1,215,35.25872414
1,6,1,2,238,16.37427482
12,5,4,0,219,82.32111814
4,7,2,1,231,26.16796799
4,1,11,2,230,10.738708
8,2,6,1,220,51.48321174
21,5,2,2,228,20.35879446
16,6,11,2,225,70.83369101
5,5,1,1,233,87.99006974
21,1,12,2,219,30.39348395
9,6,1,0,233,80.51099066
19,3,9,2,219,26.59300886
3,6,2,1,220,23.50027114
7,7,11,0,233,83.47606743
18,1,4,0,231,75.56257655
12,3,3,1,221,61.83330328
11,7,4,2,216,55.576944
14,3,6,1,225,93.57233369
9,1,12,1,221,99.3913865
19,1,10,1,228,16.07837061
12,2,12,1,223,77.11750876
0,6,3,0,225,97.52332444
7,1,6,0,219,83.13986919
2,5,11,2,220,12.64962506
6,5,11,2,222,81.95620265
4,4,7,1,239,35.87207609
17,5,3,2,227,16.59251538
21,4,10,1,231,22.35235574
16,7,10,2,222,69.64541251
11,1,1,0,216,53.55706347
8,3,10,1,216,13.03554269
6,7,6,2,223,16.91982825
19,7,3,2,218,75.82391498
17,1,7,2,228,58.45979431
1,4,9,0,221,54.29295818
23,4,4,1,235,85.64498194
5,3,12,0,220,32.99912048
0,1,3,2,223,64.87010025
19,2,9,0,236,68.18999274
19,3,9,2,221,49.91444936
16,5,4,0,221,19.63925722
22,3,3,1,223,43.54408959
0,6,8,2,232,44.7953282
2,5,3,0,220,77.09881843
14,4,2,2,234,80.71386926
1,4,9,2,222,54.85067892
19,3,9,1,220,99.27419102
23,3,12,1,218,53.33945376
9,5,5,0,234,85.05463901
10,2,7,1,218,78.57075411
4,6,11,2,233,26.02715869
7,5,6,0,223,41.51514341
3,1,1,0,221,49.89430486
15,6,5,1,217,38.6572985
19,7,8,0,229,25.51548183
12,4,9,0,230,52.9358728
9,7,1,0,225,55.31093685
5,6,4,1,217,84.22246378
18,6,12,1,215,74.40558557
9,7,7,2,220,80.85134486
8,3,5,1,235,24.4467005
20,6,9,0,233,27.43748809
10,7,6,1,223,98.94624797
23,2,12,2,230,43.73020266
17,2,2,0,221,26.85450795
9,6,2,2,229,21.97339794
12,2,8,1,225,76.48916377
2,4,9,2,226,56.09589452
6,6,3,2,228,11.39344445
2,2,3,1,224,48.88535411
10,1,12,2,231,90.14151474
22,3,12,2,219,72.38820489
2,2,8,0,228,18.54439433
23,1,3,1,223,53.68774547
8,5,9,1,233,53.68874305
20,1,4,0,223,36.91555855
19,4,6,0,223,34.93629053
13,5,7,0,223,11.23675796
8,3,8,1,223,43.91705659
23,6,1,2,218,35.67900345
23,1,2,1,225,91.26040871
9,6,2,1,225,25.63262805
2,3,1,1,219,28.30191374
17,3,2,1,222,83.17368777
6,6,4,2,239,41.67470071
13,7,8,2,226,34.87428793
3,1,4,1,224,91.37680982
11,5,4,2,225,94.38431952
17,1,8,1,223,59.78485182
7,3,6,2,226,54.01852894
8,4,1,2,220,68.58449941
3,6,1,2,219,20.2443251
12,3,10,2,213,95.96223015
16,6,5,1,231,42.58908307
3,2,7,2,217,15.90455477
8,1,7,1,223,43.42861218
1,2,10,2,226,12.55903933
20,7,8,0,235,64.76179486
12,7,1,2,227,78.16303644
0,5,8,1,232,75.32475521
4,2,7,2,220,26.65148449
1,7,6,2,223,92.37914849
0,7,9,0,237,15.97905723
8,1,7,0,217,84.81940171
18,7,1,2,232,71.71628642
2,2,9,2,224,38.08213544
17,6,4,0,217,84.29074056
4,2,9,2,234,29.40807192
0,5,9,1,231,11.92301793
19,7,5,2,236,33.01306523
19,7,1,0,228,63.12564857
11,3,2,2,224,43.10316941
10,3,4,0,234,34.37520198
11,2,1,2,236,23.56750935
6,1,3,1,232,46.86775722
21,4,2,1,228,33.7440187
1,5,3,1,228,34.07634881
20,6,3,1,216,48.89831398
4,5,1,1,216,88.69135963
5,1,5,1,236,20.00772741
17,6,6,1,234,40.12716354
18,6,8,1,227,75.48472738
17,5,7,0,227,37.77350721
16,6,11,2,227,82.21304825
10,7,5,0,214,12.18258033
0,3,10,1,216,16.45326024
11,7,12,0,226,53.03155127
19,5,11,0,233,75.64666916
21,3,9,2,238,48.12211103
10,6,9,2,231,79.80554471
2,5,6,2,213,87.80839644
6,5,8,2,227,56.87421716
22,6,11,1,213,33.97508861
14,1,1,0,227,24.37033708
21,3,10,2,219,56.64755424
20,6,6,1,219,44.04989248
10,1,4,2,230,23.16623876
16,2,7,1,220,84.30654265
1,5,7,2,220,31.62215275
10,7,2,0,214,46.54383202
0,1,4,1,236,90.45518028
15,6,4,2,219,15.01569361
16,4,2,0,220,23.95986335
21,2,9,0,230,47.0455397
19,1,6,1,231,59.59848045
12,2,6,2,225,48.0815825
1,6,8,0,225,63.5206853
17,6,3,1,214,33.83260965
4,6,5,2,225,83.01679942
21,5,8,1,224,91.42595462
0,3,11,0,220,98.84723336
19,4,8,1,219,41.81305605
23,4,2,0,224,39.32125014
10,7,3,2,224,46.78971905
4,5,7,1,216,32.54633429
19,7,10,1,220,75.64605184
22,3,5,1,237,60.88882373
8,5,3,1,223,74.5719828
21,3,12,2,226,91.49079886
17,7,10,1,229,73.79073729
15,4,1,0,236,60.31070351
4,6,7,1,220,80.57429838
3,7,6,2,229,47.53347378
1,4,2,2,232,29.39329114
20,1,7,0,231,70.37438993
5,7,10,1,226,43.58360981
3,5,8,0,214,46.54686825
20,3,5,2,238,53.34679867
5,1,3,2,230,71.56137628
18,2,5,1,234,72.50930587
1,1,4,1,221,21.9848267
22,5,4,1,228,52.88560643
7,1,7,2,227,72.20279973
4,4,2,0,222,21.89986508
16,5,1,0,220,77.86582808
19,4,11,1,226,73.28136007
7,3,2,1,219,43.61758661
15,6,7,0,230,74.88883179
13,1,5,0,223,14.06763126
0,2,2,2,231,17.44485355
17,1,5,1,231,49.37865397
5,2,2,2,231,72.1360591
7,6,1,2,227,24.02340911
1,1,9,0,219,88.85930605
8,3,12,2,225,93.62381597
1,4,10,2,228,93.20159139
19,4,10,2,233,86.97577097
21,3,9,1,236,48.74344085
23,7,12,1,212,96.82624493
3,3,9,2,219,76.9942688
16,4,9,2,238,42.00555191
2,2,1,0,221,29.52446743
9,2,10,1,233,48.02162
12,6,12,0,226,48.96228466
23,5,4,2,211,14.8996724
21,4,2,1,231,45.23833454
10,4,3,0,214,94.43272329
7,2,5,0,216,21.76383263
18,2,8,1,230,84.83803176
0,1,2,1,217,34.39733081
17,7,10,1,222,10.412608
0,2,1,1,218,70.91317062
14,3,3,0,234,47.16038857
16,3,9,2,218,10.39729087
5,2,1,2,228,63.14515798
19,1,10,1,225,71.46228662
21,3,2,0,229,96.37327099
10,1,4,2,228,28.97000129
9,2,5,1,223,14.57239441
9,2,3,2,234,56.18893683
11,7,7,1,211,42.00156144
18,6,5,2,219,46.05955872
22,5,10,0,224,38.37543064
14,4,10,1,214,24.47824794
2,5,9,1,230,20.41416934
16,7,10,1,229,15.75205979
7,6,8,0,236,66.90098325
20,4,9,1,236,24.05533718
11,6,2,2,230,36.39827451
1,6,4,0,225,70.76471581
14,5,1,1,229,31.97657851
2,4,5,2,222,22.66073748
5,2,9,2,223,52.82625808
19,2,2,2,222,79.25398942
5,7,1,1,228,99.67867459
19,4,9,2,226,50.34264296
7,3,12,2,224,78.85893525
0,6,10,1,222,46.27323755
2,5,4,0,229,13.37847155
0,2,9,0,217,65.96315712
7,3,7,1,211,89.61414874
23,2,2,1,236,35.84139383
17,3,10,2,227,83.99417459
3,4,12,2,224,48.39912294
0,2,1,2,221,19.04152537
2,6,6,1,220,11.49424657
6,4,6,2,234,64.64567841
7,1,6,0,226,90.86882814
20,4,4,1,215,35.45762842
6,2,12,1,216,83.17700558
10,5,9,2,227,19.78768395
7,4,11,2,235,64.81397637
17,7,5,2,211,21.00957686
5,1,4,1,223,62.1681374
21,4,12,2,229,30.87226417
1,2,10,1,231,56.22513906
17,4,10,1,221,28.52369222
22,1,2,1,212,13.46430219
7,4,5,0,224,70.70522325
0,6,11,2,213,85.75321623
11,2,11,0,219,26.34818389
11,3,6,1,237,76.91835632
19,2,8,0,229,87.75336646
16,5,10,1,221,30.12130911
4,7,12,1,219,35.21349122
0,6,5,1,232,46.01338435
6,6,12,2,235,28.35148655
12,2,9,2,223,88.18153231
18,1,9,0,215,22.50667668
6,5,3,2,219,87.63369067
15,5,2,0,234,77.88469942
16,5,4,2,228,56.36652586
11,1,3,1,214,22.28711248
17,2,11,2,231,26.40173169
17,6,1,2,232,57.61518944
6,1,12,0,213,85.08366378
10,5,8,0,220,13.18906545
20,2,1,2,236,85.72732625
5,6,10,2,238,68.61014209
18,3,2,1,229,37.41066309
0,2,11,1,222,37.52810067
13,3,6,1,226,85.59955067
23,3,2,1,217,16.42219092
12,7,11,2,226,70.66294035
19,6,1,2,225,93.53631527
13,5,12,1,231,39.9472063
21,4,7,2,234,70.15977067
16,5,5,1,229,56.66337363
6,1,7,1,228,58.30116781
10,4,3,1,231,13.38233619
23,7,8,1,225,13.90214694
16,5,7,0,219,90.92422716
20,6,5,1,237,73.89755372
12,2,5,1,230,41.98390226
6,6,9,2,228,20.19214008
1,1,2,1,219,12.84782682
21,6,3,2,217,39.43068608
17,5,1,2,232,46.72372291
9,7,10,0,218,88.5386731
6,6,3,1,222,50.96693247
19,3,6,0,221,64.78650928
4,6,9,2,229,86.45154481
0,7,3,1,218,52.08814378
9,7,9,1,229,32.82950126
1,2,1,2,229,14.3371496
2,3,6,1,238,67.82277325
11,5,3,0,216,40.55555642
7,7,3,1,229,89.52068198
4,4,9,1,218,85.50462226
15,4,8,2,213,28.22157712
20,5,9,1,235,34.2137523
15,5,8,2,231,28.86422071
3,6,5,1,216,32.62332067
11,7,10,2,228,15.27754456
10,6,12,1,225,66.0725814
21,7,4,0,215,18.20619448
12,5,6,1,232,79.72536303
2,7,6,0,222,44.38329431
0,7,11,2,226,93.52478871
21,2,10,2,228,74.60217314
2,7,8,2,220,84.47627286
11,2,11,1,233,75.24588744
6,2,7,0,226,60.89753653
6,7,2,1,213,68.97131995
22,2,5,2,223,90.38896523
18,4,9,1,230,61.4843745
7,4,12,2,217,50.20046871
21,4,9,2,238,85.45948422
19,1,11,0,220,14.88916334
18,7,1,2,235,87.54189926
15,5,11,2,223,80.42477379
3,3,4,2,227,49.29738777
14,5,7,2,234,64.35319988
1,2,6,1,227,58.40572487
21,7,7,1,225,30.56691352
5,3,10,1,228,92.96368308
5,2,6,1,230,89.53195498
9,1,1,2,221,42.89225047
18,3,9,1,224,37.16968499
11,1,12,2,223,58.30287693
17,4,8,1,222,11.95905378
1,3,2,1,225,64.37122471
23,4,11,2,225,85.51297318
2,1,6,2,230,39.89468386
19,7,8,1,230,91.4841208
8,2,12,1,232,52.4081316
13,4,7,2,214,17.46617521
13,5,7,2,223,15.09003959
5,2,1,2,230,20.02521668
10,1,11,2,222,26.0752471
1,5,11,1,227,88.13632717
12,1,8,1,224,45.94287235
3,5,3,2,232,25.50450357
6,4,12,0,224,13.72437655
10,7,6,0,220,50.5346504
21,5,11,1,229,22.28203333
14,3,12,0,234,40.49307716
1,6,6,1,225,80.87387009
11,6,8,2,221,42.07367052
19,6,9,2,218,36.43799756
8,3,4,2,221,69.93001588
16,6,7,2,223,57.17013499
22,1,8,1,220,97.21220721
4,4,8,0,220,34.40610303
14,2,8,2,220,97.36698612
10,2,2,2,226,60.84470934
15,2,5,1,227,18.05733204
8,5,5,1,228,99.24532588
7,4,12,1,217,20.69780248
21,1,10,0,227,45.70856423
8,2,1,1,218,44.67144452
7,7,1,0,231,72.55504281
15,6,7,0,239,19.22753476
11,2,8,2,218,45.07680326
8,1,2,1,230,86.26880424
11,1,11,1,231,20.26430417
15,5,12,0,238,72.74706246
4,6,6,1,231,48.42069379
20,1,8,1,221,86.90794476
0,4,5,2,217,24.86254112
15,3,6,2,230,93.90151163
13,3,2,1,222,70.66502681
7,3,6,2,225,31.80565945
22,5,11,2,232,53.8918429
8,5,5,1,232,67.73340385
12,3,2,1,230,24.35058728
9,3,11,1,229,78.30908194
15,5,9,0,230,25.29845511
19,1,2,0,214,46.243273
13,3,5,0,214,52.43700962
16,2,9,0,215,88.05166201
21,7,10,2,224,58.74943831
6,1,1,2,237,11.47068651
10,5,7,2,220,24.52021668
17,1,3,1,234,70.77494136
18,1,2,2,221,36.05128104
6,3,7,1,226,22.11304047
13,1,5,0,217,94.18551073
3,4,10,1,231,91.07645791
7,7,5,2,225,26.4239159
16,3,7,2,228,98.80114381
2,4,2,1,231,73.16124639
19,3,1,1,219,82.64671924
8,4,4,1,224,58.52106031
14,2,11,1,227,45.09104093
20,5,4,2,228,49.55067471
22,5,1,2,228,38.48928296
13,4,5,2,212,92.83205421
23,4,1,1,230,41.04213788
8,4,8,1,230,14.74138749
7,5,6,2,235,45.02481238
8,1,1,1,219,66.58987901
8,7,10,2,231,32.53875783
18,1,5,1,214,73.07748136
7,3,9,1,232,36.00804322
9,6,7,2,216,53.793634
12,7,8,1,229,93.93386458
3,2,12,2,221,16.1815311
1,5,11,0,219,24.67018255
22,3,1,2,235,51.41796265
7,7,5,2,230,16.55498068
10,6,12,1,215,33.76429898
16,6,1,0,221,95.71038654
1,3,12,0,222,89.27446316
9,1,1,2,216,91.45940663
0,7,11,0,220,74.0074579
10,6,2,1,231,34.69236455
9,4,3,2,226,20.34000084
18,1,1,1,217,51.88713787
7,2,11,1,220,30.35913628
16,4,4,2,222,44.63070225
1,4,11,2,226,28.36104918
5,1,11,1,217,49.17534586
16,1,9,0,234,68.39286649
16,7,12,0,225,59.29251363
16,3,9,1,218,87.69630217
21,1,7,1,228,96.40292396
2,2,2,2,223,52.44627889
1,5,3,0,223,17.62469664
2,7,5,0,220,87.68226325
0,7,2,0,238,62.39910311
23,1,5,1,233,44.90051659
16,4,8,2,226,59.14249909
9,4,6,0,221,64.39325833
9,5,2,0,229,26.42550186
5,5,2,1,235,46.47639145
18,4,12,2,215,61.29184254
3,4,11,0,232,53.84220689
23,2,11,1,230,75.08169017
2,1,9,0,222,79.21036201
4,5,5,2,230,63.57962931
8,4,8,1,239,24.76532308
22,1,12,0,231,38.3225364
20,4,2,0,223,29.40128646
17,3,11,0,225,84.46032694
21,7,8,0,228,53.46322424
18,3,12,2,214,47.89478959
0,6,6,0,221,93.36736506
21,3,12,1,226,68.83425033
9,3,6,1,226,10.83752593
14,5,7,0,226,43.66983452
1,4,4,2,227,79.78898135
16,5,5,2,216,64.32020489
20,6,10,1,232,64.18474193
16,2,3,2,217,71.09479711
4,1,3,2,214,20.52393078
14,1,8,0,231,51.81019224
19,1,10,1,234,29.20599528
3,7,9,2,231,47.82238972
22,6,8,1,217,35.94128251
0,3,9,0,226,67.96129397
17,5,2,0,220,67.25379015
16,2,3,2,221,68.0688618
18,5,1,1,224,20.76469384
21,5,10,1,233,30.7429186
11,4,8,0,217,94.26561423
23,2,1,1,232,52.74563808
1,3,11,2,220,95.17132642
16,3,10,1,226,55.34085887
23,5,10,0,228,40.08142371
21,6,6,2,238,64.06259919
17,6,1,2,232,45.48535425
23,2,8,2,220,23.66857995
21,5,3,0,222,33.6827109
6,7,3,0,233,36.54626183
10,6,10,0,236,14.25316767
13,3,5,2,234,94.16475252
10,4,9,1,229,42.10584991
17,1,2,2,227,51.32250201
18,7,6,1,218,93.04462681
21,1,4,0,229,32.29477375
17,4,1,1,220,38.63289928
13,6,6,2,230,65.4657249
5,7,5,1,233,13.02464113
9,5,6,1,221,10.20003551
22,5,12,0,217,46.17300566
10,2,5,0,217,13.43118561
9,7,2,2,227,43.2001448
9,4,4,1,226,26.84918359
11,7,7,2,215,50.18548882
22,1,1,0,227,25.8251792
1,6,3,2,224,35.05412013
19,7,10,0,226,14.66522245
23,4,8,0,223,41.79691389
11,4,9,2,226,99.71533134
