Hour_of_Day,Day_of_Week,Month,Consumption_Pattern,Voltage,Line_Voltage,Apparent_Power,Energy_Consumption_kWh,Television,Dryer,Oven,Microwave,Refrigerator,Datetime,Transaction_ID
2,6,7,2,226,227,1543,54.46907155,0,1,0,0,1,7/29/2023 2:10,44695
4,4,6,1,222,227,1822,73.07173284,1,0,1,0,1,6/15/2023 4:51,43192
4,2,10,1,223,224,1616,10.44787612,0,0,1,0,1,10/27/2020 4:22,10281
0,4,10,1,221,226,1514,47.21228707,1,0,0,1,1,10/15/2020 0:49,9865
3,6,6,1,237,237,1968,25.40690175,0,0,0,0,1,6/19/2021 3:49,18328
2,6,7,1,230,234,1911,42.54895189,0,0,1,0,0,7/24/2021 2:41,19525
4,1,4,1,230,232,1638,57.78424838,0,0,1,1,1,4/24/2023 4:00,41410
4,4,2,0,227,228,1920,15.47006392,0,1,1,1,0,2/20/2020 4:41,1720
3,7,9,2,227,233,1784,58.04285808,0,1,0,1,0,9/20/2020 3:44,9013
5,4,2,1,219,224,1700,52.54628237,1,0,1,1,1,2/23/2023 5:14,39357
5,6,6,0,224,227,1934,58.39288729,0,1,1,0,0,6/4/2022 5:10,30316
11,2,7,2,226,231,1624,92.86556964,1,1,0,0,0,7/14/2020 11:56,6696
7,7,2,1,233,237,1545,92.64725812,1,0,1,1,1,2/26/2023 7:31,39463
12,2,6,2,226,226,1800,25.99853495,0,1,0,0,1,6/2/2020 12:52,5259
20,3,6,2,227,233,1680,40.72632344,1,1,0,0,1,6/7/2023 20:57,42941
20,7,1,0,218,224,1743,74.77433297,0,1,1,1,0,1/2/2022 20:19,25098
15,3,4,2,224,229,1650,94.1061692,0,1,0,1,1,4/6/2022 15:20,28310
23,7,4,1,224,231,1841,88.48397035,1,0,0,0,1,4/12/2020 23:46,3528
6,6,5,2,213,220,1817,34.94932904,0,1,0,1,0,5/23/2020 6:11,4907
3,7,8,1,221,224,1536,27.21103261,0,0,1,1,1,8/8/2021 3:36,20040
9,4,9,2,218,221,1806,57.92361244,1,0,0,1,0,9/23/2021 9:42,21624
8,4,1,2,224,224,1934,66.21111162,1,1,0,1,0,1/20/2022 8:07,25697
6,7,10,2,229,237,1643,15.1314845,0,0,0,0,0,10/31/2021 6:39,22921
11,3,1,1,235,236,1503,14.14358349,0,0,1,0,0,1/19/2022 11:47,25668
16,3,9,0,213,221,1640,96.61292168,0,1,1,1,0,9/1/2021 16:17,20880
0,4,2,0,233,239,1664,75.80505713,1,1,1,1,0,2/24/2022 0:41,26885
22,3,11,1,222,226,1746,90.14321997,0,1,1,1,1,11/3/2021 22:15,23046
2,2,5,1,220,221,1524,37.98638193,0,0,1,0,0,5/11/2021 2:49,16991
10,3,7,1,218,221,1592,84.31842476,0,0,0,0,1,7/14/2021 10:43,19194
4,2,8,2,225,227,1896,87.1414675,0,1,0,0,0,8/4/2020 4:49,7405
4,4,3,2,228,233,1746,25.92131255,1,0,0,0,0,3/25/2021 4:37,15384
20,2,5,1,236,238,1750,58.27354442,0,0,0,0,1,5/23/2023 20:44,42427
13,2,7,0,226,234,1843,88.52431958,1,1,1,0,0,7/14/2020 13:21,6698
4,7,8,1,213,221,1583,24.35661522,0,0,1,0,1,8/15/2021 4:30,20281
1,6,4,0,216,223,1549,65.25215805,1,1,1,0,0,4/24/2021 1:33,16407
16,3,1,1,221,226,1642,49.36908984,1,0,0,0,1,1/13/2021 16:09,12969
3,1,1,1,229,230,1854,31.66820836,1,0,1,1,1,1/20/2020 3:44,657
21,2,8,0,217,220,1765,71.25240826,1,1,1,1,1,8/29/2023 21:22,45784
21,1,4,2,232,232,1535,90.89755691,1,0,0,1,0,4/19/2021 21:20,16264
19,1,3,1,232,237,1840,57.23899502,0,0,1,0,1,3/22/2021 19:09,15302
18,4,3,1,223,229,1670,91.24339738,0,1,1,1,1,3/18/2021 18:26,15164
23,4,1,2,218,223,1915,72.32504283,0,0,0,1,0,1/21/2021 23:53,13254
13,2,10,1,238,239,1760,90.53945919,1,0,0,1,1,10/27/2020 13:28,10294
1,3,9,2,220,223,1643,11.57429495,1,0,0,1,0,9/27/2023 1:39,46749
18,7,8,1,233,239,1944,40.34144503,0,0,0,0,1,8/16/2020 18:10,7835
22,2,7,2,224,231,1760,60.22545068,0,1,0,1,1,7/14/2020 22:27,6711
6,2,4,0,216,223,1924,68.94256268,0,1,1,1,0,4/7/2020 6:24,3332
14,7,12,2,235,237,1643,33.73962924,0,1,0,0,1,12/5/2021 14:38,24131
5,1,10,2,228,230,1703,22.62175441,0,1,0,1,1,10/4/2021 5:42,21995
0,6,7,2,222,222,1749,31.53557647,1,1,0,0,0,7/3/2021 0:00,18802
6,4,11,2,230,232,1767,20.07137524,1,1,0,1,0,11/3/2022 6:18,35523
22,6,12,2,220,225,1818,58.19382863,0,1,0,1,1,12/26/2020 22:45,12362
5,4,4,1,236,239,1605,31.02097642,0,0,0,0,1,4/23/2020 5:45,3879
15,1,4,0,228,230,1797,15.52927179,1,1,1,0,1,4/6/2020 15:41,3311
13,6,4,0,228,232,1913,35.45766602,1,1,1,1,1,4/4/2020 13:56,3240
1,5,12,2,225,228,1806,78.61818592,1,1,0,1,1,12/17/2021 1:21,24523
19,5,8,1,214,220,1507,90.3973387,1,0,1,1,1,8/7/2020 19:43,7529
15,4,11,2,224,231,1989,92.53801707,1,1,0,0,1,11/18/2021 15:28,23550
8,7,3,2,226,229,1983,53.42836519,1,1,0,1,0,3/6/2022 8:46,27239
0,6,8,2,222,224,1913,58.88947404,1,0,0,1,0,8/28/2021 0:09,20720
22,6,2,1,219,222,1806,20.55082327,0,0,1,0,0,2/13/2021 22:43,14040
10,7,5,0,223,232,1942,61.26825948,1,1,1,1,1,5/28/2023 10:45,42584
12,7,10,1,228,237,1759,92.4587734,0,0,1,0,0,10/31/2021 12:15,22929
7,5,8,1,226,229,1533,37.84041115,0,0,1,0,1,8/5/2022 7:06,32442
23,5,1,1,233,237,1945,26.40253949,0,0,1,1,1,1/8/2021 23:19,12808
10,5,1,2,225,226,1806,74.62682312,1,1,0,1,0,1/15/2021 10:12,13029
2,1,6,2,222,231,1771,80.93898395,1,1,0,1,0,6/7/2021 2:22,17915
5,7,7,0,223,229,1819,98.47040605,1,0,1,0,0,7/3/2022 5:05,31309
19,4,1,1,219,224,1986,22.4868402,0,0,0,0,1,1/21/2021 19:40,13248
22,7,3,2,229,230,1839,77.99816819,0,1,0,0,1,3/7/2021 22:26,14793
10,1,1,1,231,231,1901,94.02167201,0,1,1,1,1,1/18/2021 10:23,13132
11,6,1,2,229,229,1892,96.2924958,1,0,0,1,0,1/28/2023 11:49,38476
5,4,8,0,216,220,1826,31.64871312,0,1,1,1,0,8/24/2023 5:24,45590
2,6,9,0,215,221,1933,52.10674021,1,1,1,1,1,9/12/2020 2:18,8737
13,1,3,1,232,235,1968,75.59249969,0,0,0,1,1,3/16/2020 13:42,2589
4,7,10,1,235,235,1514,96.71581375,0,0,1,0,0,10/3/2021 4:28,21959
14,2,9,1,225,226,1890,79.13375871,1,0,0,0,1,9/26/2023 14:26,46733
23,7,1,2,224,229,1667,57.92479931,1,1,0,1,1,1/17/2021 23:10,13116
13,6,12,2,230,233,1672,62.26186966,0,1,0,1,0,12/12/2020 13:57,11870
14,3,6,1,235,239,1958,95.29457644,0,0,0,0,1,6/29/2022 14:53,31186
20,2,6,1,232,232,1605,70.8462315,0,0,1,1,1,6/7/2022 20:04,30440
11,4,7,2,230,230,1825,82.6748048,1,0,0,1,0,7/20/2023 11:26,44400
1,5,10,2,225,225,1506,53.43671632,1,0,0,1,0,10/13/2023 1:41,47297
7,3,10,0,218,227,1855,45.31331785,1,1,1,1,0,10/26/2022 7:41,35251
0,7,4,2,231,236,1661,55.49845548,1,0,0,0,0,4/10/2022 0:38,28426
1,2,12,1,239,239,1626,51.91906806,0,0,1,0,0,12/7/2021 1:40,24181
17,3,10,2,233,239,1918,30.08354808,0,1,0,1,0,10/11/2023 17:27,47251
9,6,7,1,233,237,1550,90.32432637,0,0,1,1,0,7/16/2022 9:09,31760
14,6,9,1,222,225,1936,74.00379569,1,0,1,0,1,9/24/2022 14:36,34165
11,3,3,2,219,226,1939,73.15496855,0,1,0,1,1,3/16/2022 11:57,27586
1,7,4,2,213,221,1951,13.25558405,1,1,0,0,0,4/3/2022 1:50,28188
21,2,10,2,234,237,1744,16.97833393,1,0,0,1,0,10/11/2022 21:29,34757
4,1,4,2,218,224,1771,58.99144916,1,0,0,0,0,4/5/2021 4:49,15761
20,6,3,2,226,231,1655,74.26693705,0,1,0,1,1,3/18/2023 20:53,40167
3,6,8,2,232,237,1699,56.86200211,0,1,0,1,1,8/27/2022 3:18,33190
8,5,12,1,232,234,1608,43.74610999,0,0,0,1,1,12/2/2022 8:19,36519
21,4,4,1,230,235,1620,81.30539423,0,0,1,1,1,4/7/2022 21:28,28353
17,3,12,0,232,236,1898,30.1031222,1,0,1,1,0,12/2/2020 17:05,11532
17,7,11,2,228,237,1990,61.06254134,1,0,0,0,0,11/14/2021 17:33,23416
12,3,5,2,233,235,1604,43.18664678,0,0,0,1,0,5/24/2023 12:09,42449
16,3,7,2,227,229,1532,66.86697897,1,1,0,1,1,7/1/2020 16:17,6257
15,6,3,0,217,220,1608,57.86010442,1,1,1,1,0,3/20/2021 15:17,15228
16,2,8,1,224,225,1564,26.48358515,0,0,1,0,0,8/22/2023 16:16,45537
5,1,6,0,231,235,1924,80.61402146,1,1,1,1,0,6/20/2022 5:13,30864
9,1,1,0,228,235,1663,27.00162864,0,1,1,1,0,1/11/2021 9:29,12891
2,5,11,0,224,227,1965,19.36905833,1,1,1,0,1,11/3/2023 2:59,48018
1,5,8,0,223,225,1995,96.15207056,1,1,1,0,0,8/18/2023 1:32,45379
4,2,4,2,237,239,1609,20.54023546,0,0,0,0,0,4/28/2020 4:11,4048
7,7,5,0,236,238,1748,53.45775602,1,0,1,0,0,5/2/2021 7:11,16689
11,3,4,1,232,237,1817,58.28543086,0,1,1,0,1,4/21/2021 11:10,16318
17,5,8,0,230,231,1991,41.63965563,1,1,1,0,1,8/6/2021 17:58,19992
19,3,10,2,231,233,1919,96.82245092,0,1,0,0,1,10/11/2023 19:33,47254
12,7,8,2,234,234,1789,99.53112916,0,1,0,0,1,8/2/2020 12:52,7348
0,7,1,2,230,235,1946,87.18775238,0,1,0,1,1,1/1/2023 0:21,37535
18,5,12,1,225,231,1688,26.21077283,0,0,1,1,1,12/10/2021 18:41,24308
6,5,8,2,235,236,1572,65.55872493,0,1,0,0,1,8/13/2021 6:15,20215
6,5,5,1,223,226,1938,52.333146,1,0,0,0,1,5/20/2022 6:21,29804
11,3,5,2,231,237,1516,77.4044132,0,1,0,1,0,5/6/2020 11:13,4332
15,3,1,2,237,237,1531,79.96246938,0,1,0,1,0,1/15/2020 15:48,503
18,6,4,1,225,228,1510,59.84672925,1,0,0,1,1,4/29/2023 18:33,41602
12,2,5,1,225,231,1891,26.82156432,0,0,1,1,0,5/5/2020 12:47,4300
15,7,5,0,236,237,1616,51.79442529,1,1,1,1,1,5/7/2023 15:04,41871
12,7,4,2,228,231,1632,41.67407596,0,0,0,1,0,4/2/2023 12:00,40668
8,4,12,0,232,233,1543,10.42015044,0,1,1,0,0,12/29/2022 8:34,37444
13,1,4,1,224,229,1820,90.67182871,0,0,0,0,1,4/3/2023 13:56,40705
1,4,11,2,218,222,1586,29.27894938,0,1,0,1,1,11/4/2021 1:45,23051
5,7,10,2,234,239,1791,59.4322188,0,1,0,1,0,10/17/2021 5:33,22440
6,5,2,1,234,235,1540,26.92788884,1,0,0,0,1,2/25/2022 6:49,26928
4,1,3,2,220,227,1864,34.42866976,1,0,0,0,0,3/6/2023 4:02,39732
9,1,5,1,225,228,1560,60.9683562,1,0,1,0,1,5/2/2022 9:27,29192
13,1,4,2,229,238,1650,55.71744491,0,1,0,1,1,4/3/2023 13:13,40704
7,1,4,0,233,234,1866,52.30354403,1,0,1,0,0,4/4/2022 7:16,28230
8,5,10,0,221,224,1688,25.4663715,1,1,1,0,1,10/7/2022 8:51,34602
6,7,10,0,228,235,1732,29.1614431,1,0,1,0,0,10/18/2020 6:37,9976
3,5,7,0,227,233,1644,33.10563197,1,1,1,1,1,7/8/2022 3:31,31478
16,2,9,1,227,228,1987,94.12378119,0,0,1,1,0,9/20/2022 16:00,34030
12,2,1,2,230,231,1671,38.97599743,0,1,0,0,0,1/3/2023 12:37,37621
4,6,7,0,232,239,1981,90.32450962,0,1,1,0,0,7/1/2023 4:54,43740
13,2,1,0,224,225,1804,11.79274023,1,0,1,0,0,1/28/2020 13:34,945
8,6,2,2,232,234,1733,53.49959945,1,1,0,0,0,2/18/2023 8:12,39190
16,2,4,0,228,236,1514,23.950725,1,1,1,0,1,4/20/2021 16:57,16292
0,2,2,1,216,224,1829,15.79173538,0,0,1,1,0,2/18/2020 0:08,1645
11,4,1,2,220,227,1925,40.24906956,1,1,0,1,0,1/19/2023 11:58,38168
2,7,10,0,226,230,1726,90.95709243,1,1,1,1,0,10/16/2022 2:24,34901
9,6,8,2,219,223,1759,29.4893036,1,1,0,1,0,8/1/2020 9:32,7309
23,6,6,2,226,229,1752,77.9807273,1,1,0,0,0,6/3/2023 23:44,42808
0,4,8,2,222,230,1599,58.76630267,0,0,0,1,0,8/26/2021 0:30,20652
3,3,11,1,214,223,1842,41.20244494,0,0,1,0,1,11/11/2020 3:11,10793
3,7,5,0,228,236,1736,46.43407653,1,1,1,1,1,5/24/2020 3:55,4938
14,1,5,2,223,231,1583,74.23228284,0,1,0,1,1,5/15/2023 14:24,42144
12,2,10,1,229,232,1743,65.53057643,0,0,0,1,1,10/11/2022 12:22,34744
14,5,4,1,220,225,1760,99.50052449,0,0,1,1,1,4/29/2022 14:11,29096
11,7,6,1,222,227,1856,17.57524416,1,0,1,1,1,6/19/2022 11:00,30838
20,7,4,2,228,234,1715,60.2407101,1,1,0,1,1,4/19/2020 20:27,3763
17,2,9,0,239,239,1980,88.75355042,1,0,1,0,0,9/19/2023 17:02,46497
12,4,8,1,229,235,1677,50.89390117,1,0,1,0,1,8/31/2023 12:36,45840
4,5,10,2,222,227,1932,18.87222735,1,1,0,1,1,10/30/2020 4:33,10384
4,1,7,0,229,237,1547,51.86593905,1,0,1,0,0,7/20/2020 4:36,6891
21,3,7,0,232,232,1522,35.68549726,0,1,1,0,0,7/29/2020 21:16,7223
20,2,10,2,215,224,1965,83.77892171,0,1,0,1,0,10/3/2023 20:14,46981
14,4,9,2,220,227,1990,63.71162765,1,1,0,1,0,9/2/2021 14:43,20912
9,4,2,2,227,235,1581,30.70401804,0,1,0,0,0,2/9/2023 9:03,38883
4,2,7,1,227,234,1850,65.10224588,0,0,1,1,0,7/20/2021 4:04,19390
22,1,5,1,225,231,1846,13.20237563,1,0,1,0,1,5/24/2021 22:18,17464
5,5,4,2,212,221,1642,16.20777123,1,1,0,0,0,4/16/2021 5:44,16139
2,3,3,1,226,228,1792,56.5300937,0,0,1,1,1,3/25/2020 2:20,2881
2,3,2,0,211,220,1784,14.12735313,1,0,1,0,0,2/12/2020 2:34,1443
0,3,9,1,226,231,1799,76.63682939,0,0,1,1,0,9/6/2023 0:22,46028
6,1,11,1,237,239,1843,57.36394376,0,0,1,1,1,11/13/2023 6:52,48366
16,5,1,2,231,236,1598,80.10047968,0,0,0,0,0,1/14/2022 16:51,25504
21,5,10,0,227,228,1814,47.75984726,1,0,1,0,0,10/21/2022 21:52,35100
0,1,10,0,221,226,1720,28.92004166,1,1,1,0,1,10/24/2022 0:19,35172
8,4,10,0,227,229,1778,68.39583145,1,0,1,1,0,10/7/2021 8:41,22102
14,6,7,0,216,220,1804,36.33433261,1,0,1,0,0,7/11/2020 14:34,6597
7,7,8,1,233,235,1669,25.89131304,0,0,0,0,1,8/20/2023 7:30,45456
10,5,9,0,220,224,1884,94.52442705,1,1,1,0,1,9/15/2023 10:01,46350
3,6,6,2,233,234,1855,31.30785173,0,0,0,1,0,6/17/2023 3:06,43258
14,4,8,0,236,236,1721,93.25955706,1,0,1,1,0,8/25/2022 14:52,33138
15,4,2,0,220,223,1731,83.2443822,0,1,1,1,0,2/13/2020 15:43,1496
18,7,11,2,222,222,1571,92.96439708,1,0,0,1,0,11/1/2020 18:13,10472
6,7,10,0,222,222,1881,72.79345821,1,1,1,1,0,10/8/2023 6:45,47133
4,3,7,2,237,238,1524,93.41836467,1,1,0,0,0,7/15/2020 4:46,6720
16,3,12,1,232,236,1622,86.49309876,0,0,0,0,1,12/22/2021 16:37,24716
17,7,1,2,218,226,1564,88.10580245,0,0,0,0,0,1/19/2020 17:13,642
4,4,3,1,219,220,1944,69.26159069,0,1,1,1,1,3/9/2023 4:55,39836
11,1,6,2,217,222,1641,32.72113694,1,1,0,1,0,6/29/2020 11:43,6182
19,4,3,1,234,239,1996,57.55817972,1,0,0,1,1,3/16/2023 19:50,40097
13,1,3,2,217,225,1926,95.38983046,0,1,0,1,1,3/7/2022 13:30,27280
12,1,2,1,226,228,1884,22.90822356,0,0,1,1,1,2/22/2021 12:03,14333
6,1,12,1,219,221,1861,90.72530286,1,0,0,0,1,12/27/2021 6:38,24873
17,1,1,2,225,228,1948,50.23362416,0,0,0,0,0,1/18/2021 17:23,13142
11,5,7,0,229,230,1827,33.85210662,1,1,1,1,0,7/28/2023 11:27,44674
13,4,12,0,232,236,1705,20.387639,1,0,1,0,0,12/22/2022 13:59,37212
0,4,6,0,221,230,1774,13.21927529,1,1,1,0,0,6/23/2022 0:30,30960
0,2,6,2,231,234,1539,63.53292437,0,0,0,1,0,6/13/2023 0:59,43118
3,3,9,2,214,221,1797,60.22339704,1,0,0,1,0,9/27/2023 3:03,46751
14,4,1,1,225,229,1843,77.18417705,1,0,1,0,1,1/14/2021 14:34,13001
11,1,3,2,222,231,1728,49.53485977,0,1,0,1,1,3/2/2020 11:12,2106
13,7,3,2,232,236,1657,29.1250835,1,0,0,1,0,3/19/2023 13:42,40191
2,3,11,1,221,223,1751,35.79727727,1,0,0,0,1,11/11/2020 2:29,10792
10,4,12,1,218,220,1860,26.96203824,1,0,0,1,1,12/8/2022 10:47,36728
19,4,10,1,219,224,1582,98.42886374,0,0,0,1,1,10/28/2021 19:47,22837
9,5,7,1,220,222,1766,46.3007319,0,1,1,1,1,7/2/2021 9:59,18782
7,3,3,1,220,223,1844,95.76997172,0,0,1,0,0,3/10/2021 7:54,14875
20,3,11,0,221,229,1826,81.2448915,1,1,1,0,1,11/1/2023 20:09,47974
23,3,7,1,236,238,1574,25.99770107,0,0,1,0,0,7/14/2021 23:20,19212
18,1,5,2,235,237,1908,18.80931784,1,1,0,0,0,5/29/2023 18:17,42629
5,3,7,1,231,239,1683,78.90472102,0,1,1,0,1,7/14/2021 5:07,19186
15,5,2,0,228,235,1602,21.93013312,0,1,1,0,0,2/28/2020 15:56,2010
18,5,4,0,218,223,1904,76.26714903,1,1,1,1,1,4/28/2023 18:02,41567
18,7,12,2,229,235,1968,34.08416253,1,1,0,1,0,12/20/2020 18:11,12150
14,7,11,1,226,226,1523,69.19436619,1,0,0,1,1,11/19/2023 14:14,48582
10,1,4,0,232,235,1784,93.8285622,1,1,1,1,0,4/6/2020 10:05,3303
9,1,5,2,227,232,1934,69.5376161,0,1,0,1,1,5/3/2021 9:48,16727
3,4,6,0,212,220,1598,74.65110876,1,0,1,1,0,6/18/2020 3:06,5793
1,2,8,1,235,238,1709,62.40407276,0,0,1,0,1,8/2/2022 1:19,32331
15,5,6,1,216,225,1538,18.05421532,0,0,1,0,0,6/11/2021 15:00,18070
10,2,4,0,216,221,1632,60.31930495,1,0,1,0,0,4/25/2023 10:50,41454
15,3,2,2,233,237,1936,18.88632396,0,1,0,0,1,2/2/2022 15:41,26153
19,6,1,2,225,228,1652,96.87596823,0,0,0,0,0,1/16/2021 19:50,13077
16,5,9,2,221,221,1941,36.47985362,1,1,0,1,0,9/8/2023 16:50,46120
13,2,6,2,234,236,1894,14.34978143,0,1,0,1,0,6/29/2021 13:18,18684
23,7,4,1,226,227,1577,59.03826147,1,0,1,1,1,4/26/2020 23:27,4007
22,5,7,2,215,223,1818,58.85249476,0,1,0,1,0,7/16/2021 22:59,19280
18,2,8,2,224,227,1807,87.5427454,0,1,0,1,0,8/18/2020 18:31,7904
1,1,1,2,231,234,1541,37.4503988,0,1,0,1,1,1/16/2023 1:16,38050
23,3,7,0,229,230,1999,35.54713921,1,1,1,1,0,7/5/2023 23:50,43904
3,7,5,2,215,220,1865,54.13375633,0,1,0,1,0,5/23/2021 3:33,17403
23,5,12,2,221,228,1534,10.79649371,0,1,0,0,1,12/24/2021 23:58,24795
9,7,6,2,226,228,1508,80.62222802,1,0,0,1,0,6/25/2023 9:26,43541
3,1,5,0,220,227,1561,82.60989752,0,1,1,0,0,5/25/2020 3:44,4972
2,4,1,1,224,233,1735,81.167606,1,0,0,1,1,1/19/2023 2:09,38154
0,2,10,2,235,235,1943,62.74019103,0,0,0,1,0,10/20/2020 0:40,10036
5,2,1,2,230,230,1980,17.96098964,0,1,0,0,0,1/7/2020 5:58,215
2,5,6,0,224,224,1693,80.77567552,1,1,1,1,1,6/23/2023 2:04,43462
14,4,1,0,237,238,1594,20.5826893,1,0,1,1,0,1/9/2020 14:44,296
16,6,12,2,222,227,1898,67.55106129,1,0,0,0,0,12/31/2022 16:38,37524
21,1,6,2,226,230,1967,27.64756664,1,1,0,0,0,6/28/2021 21:11,18661
7,4,8,1,220,225,1581,59.64565212,1,0,1,0,1,8/6/2020 7:59,7478
22,3,8,2,230,238,1641,75.34058524,0,1,0,1,1,8/18/2021 22:12,20409
0,4,6,1,217,220,1521,48.3290955,0,0,1,0,1,6/9/2022 0:48,30481
3,2,3,0,226,232,1929,19.34203312,1,0,1,1,0,3/15/2022 3:43,27540
6,1,8,1,218,222,1574,29.16428701,0,0,1,0,0,8/14/2023 6:25,45249
8,3,3,1,232,234,1860,74.8603405,0,0,1,1,0,3/9/2022 8:57,27342
7,7,7,1,216,220,1738,34.63554396,1,0,0,0,1,7/16/2023 7:55,44258
19,4,6,1,222,228,1786,34.6648951,1,0,0,1,1,6/17/2021 19:34,18282
3,2,4,2,232,239,1922,89.73663025,1,1,0,1,0,4/21/2020 3:17,3807
16,2,8,2,220,226,1592,84.82634747,1,1,0,1,1,8/3/2021 16:23,19887
15,6,3,0,224,230,1943,86.51075805,1,0,1,0,0,3/11/2023 15:47,39920
20,5,11,1,223,230,1606,81.20913951,1,0,1,0,1,11/3/2023 20:30,48043
16,2,9,2,212,221,1662,86.92797923,0,1,0,1,1,9/26/2023 16:32,46736
17,6,8,0,220,226,1978,13.36908282,1,1,1,0,1,8/27/2022 17:19,33210
19,3,2,1,231,237,1635,84.3436686,0,0,1,0,1,2/5/2020 19:53,1228
23,5,11,2,214,222,1521,62.83747144,0,0,0,1,0,11/5/2021 23:18,23116
9,1,2,2,226,227,1559,11.36516245,1,1,0,1,1,2/8/2021 9:34,13850
22,2,11,0,230,238,1805,41.5429326,1,0,1,1,0,11/22/2022 22:39,36197
0,4,4,1,233,235,1759,67.92326177,1,0,1,0,1,4/13/2023 0:59,41029
23,4,11,2,215,220,1660,66.23906544,0,0,0,1,0,11/30/2023 23:33,48972
0,1,4,0,231,236,1619,37.09925077,1,0,1,1,0,4/5/2021 0:37,15755
13,1,10,2,230,235,1892,21.37737143,1,1,0,1,0,10/23/2023 13:17,47656
2,7,11,1,213,221,1968,84.38460321,1,0,1,0,1,11/20/2022 2:41,36100
20,6,7,0,230,230,1588,95.41451694,0,1,1,1,0,7/30/2022 20:45,32256
10,6,2,0,220,228,1573,24.74431998,1,0,1,1,0,2/5/2022 10:57,26249
16,5,4,0,223,227,1894,21.067259,1,1,1,1,1,4/24/2020 16:47,3929
19,4,9,2,220,221,1831,19.21615056,0,1,0,1,1,9/28/2023 19:00,46808
9,1,4,1,234,239,1586,39.78638164,1,0,0,0,1,4/3/2023 9:43,40699
13,5,5,0,235,236,1535,84.21873514,0,1,1,1,0,5/21/2021 13:43,17349
22,2,6,1,222,230,1578,76.17565988,1,0,0,0,1,6/14/2022 22:22,30683
8,2,8,0,230,233,1995,71.32938702,1,1,1,1,1,8/8/2023 8:52,45047
2,3,1,1,230,239,1770,81.91609002,0,0,1,0,0,1/11/2023 2:08,37880
20,1,10,1,231,239,1964,48.03573469,0,0,0,1,1,10/23/2023 20:18,47666
19,2,5,0,220,225,1634,29.37179048,0,1,1,0,0,5/19/2020 19:29,4789
4,1,5,2,213,221,1580,59.27822685,0,0,0,0,0,5/31/2021 4:17,17678
18,4,6,1,225,231,1695,52.22586036,1,0,0,1,1,6/9/2022 18:19,30506
14,3,3,2,219,227,1534,91.53033856,1,0,0,0,0,3/25/2020 14:57,2899
7,1,1,0,232,235,1501,23.02585232,0,1,1,0,0,1/16/2023 7:34,38059
6,6,2,1,237,239,1802,47.78278832,0,0,1,1,0,2/6/2021 6:24,13777
18,2,6,2,231,236,1564,79.6970839,0,1,0,1,1,6/22/2021 18:01,18451
18,5,6,0,223,230,1585,35.3294494,0,1,1,1,0,6/5/2020 18:40,5370
16,1,2,0,228,228,1506,26.06796335,1,1,1,1,1,2/27/2023 16:27,39510
21,2,11,0,230,239,1557,83.18508812,1,1,1,0,1,11/16/2021 21:25,23490
15,6,10,1,235,236,1848,76.88089962,1,0,1,0,1,10/2/2021 15:09,21940
12,2,11,1,226,230,1959,17.13535455,0,0,1,1,1,11/21/2023 12:29,48648
23,2,3,2,220,221,1648,49.86679426,1,1,0,0,0,3/31/2020 23:02,3116
21,3,1,1,236,239,1694,55.16464406,1,0,1,1,1,1/18/2023 21:57,38148
23,1,9,2,223,226,1802,15.81254474,0,1,0,1,1,9/12/2022 23:41,33767
7,4,6,1,222,229,1965,18.27914663,1,0,1,1,1,6/24/2021 7:51,18505
2,4,2,1,222,224,1995,69.61664114,0,0,1,0,1,2/3/2022 2:12,26168
23,4,5,2,231,232,1603,29.77339711,0,0,0,1,0,5/21/2020 23:21,4863
12,3,9,1,224,231,1953,89.3113351,0,0,1,1,1,9/6/2023 12:58,46046
6,3,8,2,223,227,1847,36.5330855,1,1,0,0,1,8/12/2020 6:15,7681
6,4,9,1,218,223,1945,59.28837675,0,0,1,1,1,9/16/2021 6:00,21379
17,1,10,1,228,235,1919,67.86048641,0,1,1,1,1,10/16/2023 17:18,47422
11,7,1,2,232,233,1980,56.84813421,1,1,0,0,1,1/30/2022 11:17,26044
16,5,8,1,225,229,1502,72.92465669,1,0,1,0,1,8/18/2023 16:15,45400
23,3,3,0,229,229,1971,30.62808247,1,1,1,1,1,3/29/2023 23:12,40547
8,1,12,1,225,234,1622,25.93719626,1,0,1,1,1,12/20/2021 8:33,24636
16,1,1,2,234,234,1611,94.84040903,0,1,0,0,0,1/17/2022 16:20,25606
9,3,4,2,229,230,1973,42.72216313,1,0,0,1,0,4/26/2023 9:16,41486
13,6,5,0,214,220,1999,12.98714872,1,1,1,0,0,5/21/2022 13:11,29848
4,1,8,1,221,223,1881,34.58785021,1,0,1,1,1,8/30/2021 4:01,20794
12,4,2,1,218,227,1973,32.83955049,0,0,1,1,1,2/2/2023 12:21,38648
5,1,9,2,229,236,1675,97.05269796,1,0,0,1,0,9/20/2021 5:18,21515
0,3,5,1,215,224,1644,65.26992433,0,0,0,0,1,5/10/2023 0:32,41953
14,6,10,1,235,235,1978,59.06050766,1,0,1,0,1,10/24/2020 14:41,10193
9,2,6,0,215,222,1871,58.9119599,1,0,1,1,0,6/7/2022 9:33,30425
18,4,11,2,235,237,1797,75.8115852,1,0,0,0,0,11/19/2020 18:37,11089
11,6,5,1,225,227,1521,66.36871325,0,0,1,0,1,5/9/2020 11:24,4435
2,7,6,2,221,224,1743,24.58061818,1,0,0,1,0,6/11/2023 2:02,43051
